time,lat,lon,NO2,name,Shrubs_3000,Shrubs_6000,Shrubs_9000,Herbaceous_vegetation_3000,Herbaceous_vegetation_6000,Herbaceous_vegetation_9000,Cultivated_and_managed_vegetation/agriculture_3000,Cultivated_and_managed_vegetation/agriculture_6000,Cultivated_and_managed_vegetation/agriculture_9000,Urban/built_up_3000,Urban/built_up_6000,Urban/built_up_9000,Bare/sparse_vegetation_3000,Bare/sparse_vegetation_6000,Bare/sparse_vegetation_9000,Snow_and_ice_3000,Snow_and_ice_6000,Snow_and_ice_9000,Permanent_water_bodies_3000,Permanent_water_bodies_6000,Permanent_water_bodies_9000,Herbaceous_wetland_3000,Herbaceous_wetland_6000,Herbaceous_wetland_9000,Moss_and_lichen_3000,Moss_and_lichen_6000,Moss_and_lichen_9000,Close_forest_3000,Close_forest_6000,Close_forest_9000,Open_forest_3000,Open_forest_6000,Open_forest_9000,"Oceans,seas_3000","Oceans,seas_6000","Oceans,seas_9000",NDVI_3000,NDVI_6000,NDVI_9000,S5P_NO2_3000,S5P_NO2_6000,S5P_NO2_9000,temperature_3000,temperature_6000,temperature_9000,wind_speed_3000,wind_speed_6000,wind_speed_9000,relative_humidity_3000,relative_humidity_6000,relative_humidity_9000,pressure_3000,pressure_6000,pressure_9000,planetary_boundary_layer_height[pblh]_3000,planetary_boundary_layer_height[pblh]_6000,planetary_boundary_layer_height[pblh]_9000,dewpoint_temperature_(dpt)_3000,dewpoint_temperature_(dpt)_6000,dewpoint_temperature_(dpt)_9000,road_density_3000,road_density_6000,road_density_9000,population_density_3000,population_density_6000,population_density_9000
1/11/2019,21.0491,105.8831,38.9171875,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.923874621245769e-05,1.9238746212479897e-05,1.9238746212478085e-05,16.199150297376846,16.21666389465332,16.21514456613436,2.7938982115916184,2.824881868365919,2.843377955109404,78.25615946456998,78.6880697632581,78.85237183872306,101849.92013904784,101846.1406250763,101846.93845667157,239.20210774739584,241.45563903823495,242.42309258923848,15.380343750054534,15.372383750006556,15.369772321430549,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/12/2019,21.0491,105.8831,42.94177917,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.8157371683757972e-05,1.8157371683762414e-05,1.815737168374438e-05,18.671738094727818,18.7133057403611,18.729791135201705,2.7938982115916184,2.824881868365919,2.843377955109404,80.79552629264072,80.67235900878906,80.6115632348941,101742.2725692855,101737.94187494279,101738.67952810987,304.27413940388294,308.86357788071035,312.02541242311804,14.913916666668634,14.903410000023433,14.888413265321347,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/13/2019,21.0491,105.8831,40.98890833,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.7966224652419013e-05,1.796622465246589e-05,1.7966224652448215e-05,18.39124001397027,18.412356338500977,18.422033815967794,1.8622037702168908,1.8523566436814145,1.8407666926493165,85.08645290803786,84.95641937252134,84.9316390679522,101742.2725692855,101737.94187494279,101738.67952810987,180.9623701311648,174.77525817900897,171.98095018028908,14.913916666668634,14.903410000023433,14.888413265321347,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/14/2019,21.0491,105.8831,48.20266667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.9146973861405847e-05,1.9146973861414727e-05,1.9146973861412644e-05,18.61527993943956,18.617971115126274,18.64232472011734,2.441527896463716,2.4654361724865157,2.4838751140911826,76.00428263346355,76.09873840333894,76.00601196290962,101686.7578125,101682.71406251908,101683.19005106906,256.75601874457465,249.35552246116103,243.8382434456476,15.058444444439374,15.076079999967478,15.075326530612074,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/15/2019,21.0491,105.8831,47.01025417,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.2311331667005756e-05,2.2311331666995392e-05,2.231133166699367e-05,15.78086609310574,15.76937179564964,15.75430453553254,2.441527896463716,2.4654361724865157,2.4838751140911826,70.90572781027812,70.99950439445675,71.0680448571125,102008.13715288375,102004.67625,102005.46205353251,557.7942504891091,552.1591503900289,553.8755019831718,9.6424722222275,9.633250000015833,9.62725000000768,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/16/2019,21.0491,105.8831,21.04400417,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.317200971391209e-05,2.3172009713898767e-05,2.3172009713914356e-05,13.879906866298471,13.871286697373726,13.876391255116204,3.828071461783515,3.856902713775635,3.874474248105223,70.90572781027812,70.99950439445675,71.0680448571125,102244.30815972222,102240.85249992371,102241.6112882361,450.7389729817708,455.2808593749255,458.09724457402314,9.541062499991515,9.461862499995624,9.412327806114893,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/17/2019,21.0491,105.8831,32.21331667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.1935801128636356e-05,2.1935801128618592e-05,2.1935801128627293e-05,13.655708207024468,13.632605018625036,13.623375094654893,3.234605259359038,3.2104535007418598,3.217052844102371,65.66436343722873,65.79796295169741,65.856097785813,102244.30815972222,102240.85249992371,102241.6112882361,551.9070095502668,542.0297863771021,537.285299496079,9.541062499991515,9.461862499995624,9.412327806114893,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/18/2019,21.0491,105.8831,56.01904167,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.268454636253667e-05,2.268454636255246e-05,2.2684546362556812e-05,15.083352830674913,15.0673468780471,15.06121522553113,3.234605259359038,3.2104535007418598,3.217052844102371,71.04895019515727,70.9771932983026,70.98334176197876,101640.58333322738,101637.02750003815,101637.94579087471,409.5037095811632,409.51715942375364,408.7456092055963,6.712114583329013,6.707401250004768,6.707587372452229,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/19/2019,21.0491,105.8831,70.90895,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.1108684932411334e-05,2.1108684932427126e-05,2.1108684932436006e-05,17.821295420328777,17.80151626586914,17.791069458942022,1.6248244444658566,1.5805950546322856,1.575366467849247,84.48291609022353,84.5228921508789,84.47803808718311,101640.58333322738,101637.02750003815,101637.94579087471,409.5037095811632,409.51715942375364,408.7456092055963,14.559565972229596,14.542503750000616,14.51128252551354,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/20/2019,21.0491,105.8831,61.71862917,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.197877044398913e-05,2.197877044393337e-05,2.1978770443935e-05,18.031063927609164,18.00844299320597,17.994636808141912,1.6248244444658566,1.5805950546322856,1.575366467849247,84.48291609022353,84.5228921508789,84.47803808718311,101908.48263910081,101905.28312501908,101905.72672196796,442.96144951755804,437.6548864755034,435.98598682659923,16.173562499966163,16.1869225000171,16.187603316350593,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/21/2019,21.0491,105.8831,30.25038333,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.9990927409217916e-05,1.9990927409243575e-05,1.9990927409241582e-05,14.908887227389236,14.903049468975514,14.898803321682678,4.403799374901508,4.417099761965219,4.422125329777874,64.1952192519481,64.17944244388491,64.09356533753096,102376.17274284363,102372.28406238556,102372.66804843047,684.1603732643028,681.5827172851563,678.7850391620732,7.58293055552834,7.607694999985397,7.609211734677808,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/22/2019,21.0491,105.8831,57.45888261,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.410672706171852e-05,2.410672706176342e-05,2.410672706177013e-05,14.329204983207294,14.299163894648665,14.270466279005632,2.343018001986719,2.363520669938298,2.387916608732574,64.1952192519481,64.17944244388491,64.09356533753096,102237.15798605813,102233.29031244278,102234.06536989796,483.3577406145632,475.5276220703125,471.16396596419565,7.58293055552834,7.607694999985397,7.609211734677808,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/23/2019,21.0491,105.8831,95.19209524,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.4004240995270346e-05,2.4004240995258996e-05,2.4004240995245674e-05,15.281166818393912,15.248010368342511,15.227724853838907,2.303404543138135,2.2491959094966294,2.218862197838239,77.00499894883897,77.20826507573948,77.26875647728579,101893.84722222222,101890.47718751908,101891.46077812935,483.3577406145632,475.5276220703125,471.16396596419565,9.761326388902186,9.770797500002663,9.818090561223787,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/24/2019,21.0491,105.8831,46.04705882,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.184154311235531e-05,2.184154311236419e-05,2.184154311235984e-05,17.05421235830161,17.037686615008862,17.033840140534508,2.9996073510879393,2.98860144615639,2.976157509552538,77.00499894883897,77.20826507573948,77.26875647728579,101641.51649289661,101637.2756249237,101638.34630093283,414.7723965115017,415.2223876956105,414.0213666642655,7.999381944446617,8.122897499997634,8.157161989799292,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/25/2019,21.0491,105.8831,28.09166667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.2502450428365764e-05,2.2502450428443234e-05,2.250245042845438e-05,18.961418363783096,18.956890411376953,19.00376284852795,2.9996073510879393,2.98860144615639,2.976157509552538,83.0808071561882,82.99352722177282,82.76083280606082,101921.78645833333,101919.12625001908,101920.29368621476,469.1699930822684,436.2427795404196,418.4110462413911,16.813250000019455,16.765690000001342,16.770658163254016,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/26/2019,21.0491,105.8831,27.77083333,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.2466218749918178e-05,2.2466218749905842e-05,2.246621874990811e-05,17.38132476805347,17.390157241839916,17.416200365346135,2.66973095470328,2.6425122642610224,2.642376189333938,83.0808071561882,82.99352722177282,82.76083280606082,101921.78645833333,101919.12625001908,101920.29368621476,252.43500773236156,246.34023010298608,245.13478119564908,13.662173611060199,13.62242249998264,13.619674744894633,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/27/2019,21.0491,105.8831,37.225,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.1163428467375746e-05,2.1163428467367852e-05,2.116342846736794e-05,17.38132476805347,17.390157241839916,17.416200365346135,2.7695715427366343,2.7439387893676757,2.7300512839348663,77.38282521586451,77.32668212890626,77.29113738394665,101950.34895833333,101945.95406253815,101946.55484696796,469.8960571276645,473.4202819819748,475.6958325445956,14.886951388901151,14.87602250000462,14.8608584183646,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/28/2019,21.0491,105.8831,35.95833333,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,0.00010765160057700661,0.00011257450581758199,0.00011683119068983672,19.264098485323807,19.279445343017578,19.26267865238882,2.7695715427366343,2.7439387893676757,2.7300512839348663,77.38282521586451,77.32668212890626,77.29113738394665,101746.77083317439,101742.32812494278,101743.78300374869,386.56575181749133,385.24207275383174,383.8526443169661,15.852013888869099,15.85742499999702,15.836971938776978,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/29/2019,21.0491,105.8831,31.72796667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.7151979364533114e-05,1.71519793644892e-05,1.71519793644805e-05,20.55591540869015,20.571148986839688,20.56692520453718,2.6952027214962677,2.7603709220921155,2.76711781171141,85.1332083806499,85.05238372793421,85.07715668968324,101713.81250010597,101710.0959375,101710.69451535479,326.32489013671875,339.7051086433232,345.55425091247474,17.065187500000725,17.053507500025443,17.058493622469392,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/30/2019,21.0491,105.8831,40.85408947,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.5641723137825734e-05,1.978955329016596e-05,2.1990442758745843e-05,20.55591540869015,20.571148986839688,20.56692520453718,4.770105732811822,4.708181915282039,4.644209725516183,82.8508351644915,82.95161376960576,83.0059101337909,101514.4019097752,101509.9396875,101510.82222575558,600.3021782773236,589.4613940437138,582.4192940853536,17.065187500000725,17.053507500025443,17.058493622469392,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
1/31/2019,21.0491,105.8831,42.69805882,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,1.5641723137825734e-05,1.978955329016596e-05,2.1990442758745843e-05,19.13624254863761,19.144113845825196,19.158435587992187,4.770105732811822,4.708181915282039,4.644209725516183,82.8508351644915,82.95161376960576,83.0059101337909,101925.30989578034,101920.83312494279,101921.49186859325,437.20644124431743,417.47428955107927,395.84618050738106,-0.9929305013000784,-1.0511971679644194,-1.0826583924553028,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
2/1/2019,21.0491,105.8831,59.91645,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,3.6832866016251524e-05,3.5622282772722615e-05,3.1238935111676624e-05,17.698311063952538,17.691602020245046,17.680299291781587,2.983980814609418,3.0502084922767243,3.0950501403041963,65.23531850189384,65.25994964612647,65.22415908507774,101972.86284732819,101968.92156251907,101969.80994896987,441.7490539550781,436.2263720703125,430.7722143057962,12.377777777780365,12.44771999999415,12.464653061222931,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
2/2/2019,21.0491,105.8831,54.3783875,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,0.00015703713909017333,0.00016420607811173937,0.00015603704579700793,19.472512563043793,19.47281455992721,19.46235695662813,3.9851554234757915,3.9732190418243407,3.9562818322845077,74.74514007573534,74.76491790775209,74.81914286718381,101386.87673611111,101382.17374996185,101383.29767219388,440.1280381942375,438.1715747071058,436.4114797161702,12.377777777780365,12.44771999999415,12.464653061222931,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
2/3/2019,21.0491,105.8831,43.2923125,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,1.642656589099604e-05,1.642656589099456e-05,1.6426565890979426e-05,19.472512563043793,19.47281455992721,19.46235695662813,3.98616737790063,3.986976966855,3.9941501714754257,74.74514007573534,74.76491790775209,74.81914286718381,101386.87673611111,101382.17374996185,101383.29767219388,319.79948594814374,312.0376562499255,309.94541713177244,18.7547430555569,18.706667500007896,18.684534438769333,3058.0124104813567,2518.3688330078126,2177.3531307293747,65.648988087972,75.06468462399964,74.03614928215838
